Filename,Tokens,AcademicTerms,AcademicWritingMoves,Character,Citation,CitationAuthority,CitationHedged,ConfidenceHedged,ConfidenceHigh,ConfidenceLow,Contingent,Description,Facilitate,FirstPerson,ForceStressed,Future,InformationChange,InformationChangeNegative,InformationChangePositive,InformationExposition,InformationPlace,InformationReportVerbs,InformationStates,InformationTopics,Inquiry,Interactive,MetadiscourseCohesive,MetadiscourseInteractive,Narrative,Negative,Positive,PublicTerms,Reasoning,Responsibility,Strategic,SyntacticComplexity,Uncertainty,Updates
6171d.txt,3536,6.023755656108597,0.4524886877828055,2.0361990950226243,1.4705882352941175,0.1414027149321267,0.0,1.3857466063348416,0.31108597285067874,0.028280542986425343,0.5938914027149321,11.34049773755656,0.6221719457013575,0.0,1.1029411764705883,0.19796380090497737,0.8484162895927602,0.25452488687782804,0.3393665158371041,2.092760180995475,0.5373303167420814,1.1312217194570136,0.5090497737556561,2.8846153846153846,0.3393665158371041,0.16968325791855204,2.0361990950226243,0.0,5.938914027149321,1.4423076923076923,1.159502262443439,0.5656108597285068,1.1877828054298643,0.08484162895927602,0.9898190045248868,14.055429864253394,0.1414027149321267,0.1414027149321267
0319a.txt,5403,7.773459189339256,0.07403294466037387,3.6646307606885067,0.3331482509716824,0.11104941699056081,0.018508236165093468,0.6477882657782713,0.6662965019433648,0.0,0.31464001480658893,1.980381269665001,0.1665741254858412,0.07403294466037387,1.6657412548584118,0.12955765315565426,0.4256894317971497,0.0,0.1665741254858412,4.293910790301684,0.055524708495280406,0.4256894317971497,1.5176753655376642,2.702202480103646,0.7218212104386451,0.6662965019433648,1.6657412548584118,0.3886729594669628,3.553581343697946,1.2400518230612623,1.0179529890801406,1.4621506570423837,1.980381269665001,0.037016472330186935,0.6107717934480844,13.936701832315379,0.09254118082546733,0.31464001480658893
6107b.txt,11353,7.636747996124373,0.7310842949000265,1.8233066149916322,0.1409319122698846,0.1585484013036202,0.0,0.7222760503831587,0.4668369593939928,0.0,0.5725358935964062,5.038315863648375,0.17616489033735577,0.1409319122698846,1.039372852990399,0.32590504712410817,0.9248656742711179,0.03523297806747115,0.10569893420241347,4.862150973311019,0.008808244516867788,1.004139874922928,1.4533603452831851,2.6953228221615433,0.4404122258433894,0.4316039813265216,1.5590592794855984,0.502069937461464,3.4175988725447017,2.325376552453096,1.5238263014181275,0.6694265832819518,1.4974015678675239,0.12331542323614902,1.330044922047036,14.436712763146305,0.052849467101206735,0.12331542323614902
6171e.txt,3542,5.392433653303218,0.3105590062111801,3.1338226990400906,1.5245623941276116,0.16939582156973462,0.0,0.6775832862789385,0.36702428006775834,0.0282326369282891,0.7905138339920948,9.232072275550536,0.33879164313946925,0.0282326369282891,0.9034443817052512,0.36702428006775834,1.2987012987012987,0.16939582156973462,0.33879164313946925,4.234895539243365,1.355166572557877,0.9316770186335404,0.3952569169960474,1.2422360248447204,0.3952569169960474,0.2540937323546019,1.7504234895539243,0.1411631846414455,6.775832862789384,1.0728402032749857,0.8752117447769622,0.3105590062111801,1.4963297571993224,0.0282326369282891,0.564652738565782,12.648221343873518,0.08469791078486731,0.1976284584980237
6107c.txt,2753,5.73919360697421,0.3995641118779513,3.4144569560479474,0.10897203051216856,0.0726480203414457,0.0,1.3803123864874682,0.9444242644387941,0.0,0.5085361423901199,1.9978205593897564,0.4358881220486742,0.25426807119505995,1.7435524881946969,0.4358881220486742,0.726480203414457,0.0,0.32691609153650564,2.4700326916091537,0.2179440610243371,1.5256084271703596,1.0897203051216855,3.814021067925899,0.18162005085361424,0.6901561932437341,1.7072284780239737,0.1452960406828914,3.4144569560479474,1.7435524881946969,3.559752996730839,2.3247366509262624,1.2713403559752998,0.1452960406828914,3.3054849255357794,13.948419905557575,0.0,0.2905920813657828
0318d.txt,2247,5.5629728526924795,0.1780151312861593,8.589230084557187,0.7120605251446372,0.22251891410769914,0.0,0.4450378282153983,0.48954161103693816,0.0,0.5785491766800178,1.4686248331108143,0.1780151312861593,0.0,1.7801513128615931,0.26702269692923897,0.3560302625723186,0.04450378282153983,0.3560302625723186,2.1361815754339117,0.4005340453938585,0.4005340453938585,0.26702269692923897,2.7147307521139297,0.1780151312861593,0.5340453938584779,1.7801513128615931,0.13351134846461948,5.16243880729862,5.607476635514018,3.337783711615487,1.5131286159323543,1.3796172674677347,0.0,0.8900756564307966,12.105028927458834,0.13351134846461948,0.13351134846461948
0179c.txt,2389,3.9347007115948096,0.2092925910422771,4.855588112180829,0.12557555462536626,0.12557555462536626,0.0,0.9208874005860193,0.5860192549183758,0.2092925910422771,0.12557555462536626,1.3394725826705736,0.3348681456676434,0.12557555462536626,2.051067392214316,0.2930096274591879,0.5441607367099205,0.25115110925073253,0.1674340728338217,1.7580577647551276,0.3348681456676434,0.46044370029300963,0.9627459187944746,1.2138970280452073,0.7115948095437421,1.1720385098367516,1.8836333193804937,0.2930096274591879,4.646295521138551,8.246128087065719,1.799916282963583,1.4231896190874842,1.2557555462536627,0.2092925910422771,1.1720385098367516,13.562159899539555,0.041858518208455424,0.2930096274591879
6170a.txt,1556,6.876606683804627,0.5784061696658097,4.627249357326478,0.1928020565552699,0.2570694087403599,0.0,0.6426735218508998,0.8997429305912596,0.0,0.2570694087403599,1.9280205655526992,1.0282776349614395,0.1928020565552699,1.4138817480719794,0.6426735218508998,0.5141388174807198,0.0,0.1928020565552699,4.113110539845758,0.06426735218508997,1.2853470437017995,0.8997429305912596,4.305912596401028,1.9280205655526992,0.7069408740359897,0.8354755784061696,0.2570694087403599,2.6992287917737787,2.634961439588689,1.7352185089974295,0.7069408740359897,1.2853470437017995,0.2570694087403599,1.7352185089974295,11.632390745501285,0.0,0.12853470437017994
6035a.txt,3281,7.192928985065529,0.3047851264858275,2.2554099359951234,0.09143553794574825,0.3047851264858275,0.0,1.1581834806461446,0.42669917708015853,0.0,1.1277049679975617,9.32642487046632,0.15239256324291375,0.0,1.341054556537641,0.27430661383724475,0.1828710758914965,0.0,0.12191405059433098,4.358427308747333,0.3962206644315757,0.8838768668088998,1.4020115818348065,2.10301737275221,0.365742151782993,0.42669917708015853,2.43828101188662,0.09143553794574825,3.809814081072844,2.6516306004266994,1.1277049679975617,0.5486132276744895,2.194452910697958,0.030478512648582746,0.9753124047546479,13.31911002743066,0.06095702529716549,0.24382810118866197
3057b.txt,1161,8.354866494401378,0.2583979328165375,4.1343669250646,0.4306632213608958,0.0,0.08613264427217916,0.6890611541774333,0.516795865633075,0.08613264427217916,0.17226528854435832,2.1533161068044793,0.08613264427217916,0.4306632213608958,1.8087855297157622,0.6029285099052542,0.6029285099052542,0.08613264427217916,0.0,3.10077519379845,0.0,0.6890611541774333,0.6029285099052542,0.9474590869939706,0.516795865633075,1.2058570198105083,2.4117140396210166,0.4306632213608958,4.220499569336779,2.239448751076658,0.9474590869939706,0.7751937984496124,0.6890611541774333,0.0,0.6029285099052542,11.024978466838933,0.08613264427217916,0.516795865633075
